site,timestamp,url
B,2011-04-13T01:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413010054Bh.fits.fz
B,2011-04-13T15:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413150054Bh.fits.fz
B,2011-04-13T16:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413160054Bh.fits.fz
B,2011-04-13T17:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413170054Bh.fits.fz
B,2011-04-13T18:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413180054Bh.fits.fz
B,2011-04-13T19:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413190054Bh.fits.fz
B,2011-04-13T20:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413200054Bh.fits.fz
B,2011-04-13T21:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413210054Bh.fits.fz
B,2011-04-13T22:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413220054Bh.fits.fz
B,2011-04-13T23:00:54,https://gong2.nso.edu/HA/haf/201104/20110413/20110413230054Bh.fits.fz
B,2011-04-16T00:00:54,https://gong2.nso.edu/HA/haf/201104/20110416/20110416000054Bh.fits.fz
B,2011-04-16T01:00:54,https://gong2.nso.edu/HA/haf/201104/20110416/20110416010054Bh.fits.fz
B,2011-04-16T14:09:54,https://gong2.nso.edu/HA/haf/201104/20110416/20110416140954Bh.fits.fz
B,2011-04-16T15:06:54,https://gong2.nso.edu/HA/haf/201104/20110416/20110416150654Bh.fits.fz
B,2011-04-16T16:00:54,https://gong2.nso.edu/HA/haf/201104/20110416/20110416160054Bh.fits.fz
B,2011-04-16T17:00:54,https://gong2.nso.edu/HA/haf/201104/20110416/20110416170054Bh.fits.fz
B,2011-04-16T18:00:54,https://gong2.nso.edu/HA/haf/201104/20110416/20110416180054Bh.fits.fz
B,2011-04-16T19:00:54,https://gong2.nso.edu/HA/haf/201104/20110416/20110416190054Bh.fits.fz
